list-none-none,1,10,1,30,89513,2983
list-none-none,1,100,1,300,126087,420
list-none-none,1,1000,1,3000,3534019,1178
list-none-none,1,10000,1,30000,658219395,21940
list-none-none,1,20000,1,60000,-702126470,-11702
list-none-none,2,1,1,6,120141,20023
list-none-none,2,10,1,60,103905,1731
list-none-none,2,100,1,600,576727,961
list-none-none,2,1000,1,6000,36584394,6097
list-none-none,4,1,1,12,155626,12968
list-none-none,4,10,1,120,123445,1028
list-none-none,4,100,1,1200,1459522,1216
list-none-none,4,1000,1,12000,63265631,5272
list-none-none,8,1,1,24,271467,11311
list-none-none,8,10,1,240,239843,999
list-none-none,8,100,1,2400,4665974,1944
list-none-none,8,1000,1,24000,69829665,2909
list-none-none,12,1,1,36,382726,10631
list-none-none,12,10,1,360,366533,1018
list-none-none,12,100,1,3600,8544867,2373
list-none-none,12,1000,1,36000,103769741,2882
list-i-none,2,1,1,6,85207,14201
list-i-none,2,2,1,12,75018,6251
list-i-none,2,4,1,24,151565,6315
list-i-none,2,8,1,48,110872,2309
list-i-none,2,16,1,96,129026,1344
list-i-none,2,32,1,192,113697,592
list-i-none,4,1,1,12,133248,11104
list-i-none,4,2,1,24,115771,4823
list-i-none,4,4,1,48,119104,2481
list-i-none,4,8,1,96,117408,1223
list-i-none,4,16,1,192,112439,585
list-i-none,8,1,1,24,254033,10584
list-i-none,8,2,1,48,223212,4650
list-i-none,8,4,1,96,228875,2384
list-i-none,8,8,1,192,247908,1291
list-i-none,8,16,1,384,256252,667
list-i-none,12,1,1,36,370611,10294
list-i-none,12,2,1,72,1523800,21163
list-i-none,12,4,1,144,317181,2202
list-i-none,12,8,1,288,312988,1086
list-i-none,12,16,1,576,352963,612
list-d-none,2,1,1,6,95658,15943
list-d-none,2,2,1,12,102906,8575
list-d-none,2,4,1,24,72897,3037
list-d-none,2,8,1,48,80527,1677
list-d-none,2,16,1,96,136401,1420
list-d-none,2,32,1,192,148982,775
list-d-none,4,1,1,12,131637,10969
list-d-none,4,2,1,24,150680,6278
list-d-none,4,4,1,48,111627,2325
list-d-none,4,8,1,96,138141,1438
list-d-none,4,16,1,192,161572,841
list-d-none,8,1,1,24,239017,9959
list-d-none,8,2,1,48,249499,5197
list-d-none,8,4,1,96,238284,2482
list-d-none,8,8,1,192,256113,1333
list-d-none,8,16,1,384,238275,620
list-d-none,12,1,1,36,311213,8644
list-d-none,12,2,1,72,292001,4055
list-d-none,12,4,1,144,309779,2151
list-d-none,12,8,1,288,334055,1159
list-d-none,12,16,1,576,337217,585
list-il-none,2,1,1,6,107788,17964
list-il-none,2,2,1,12,104891,8740
list-il-none,2,4,1,24,81861,3410
list-il-none,2,8,1,48,83461,1738
list-il-none,2,16,1,96,127484,1327
list-il-none,2,32,1,192,353911,1843
list-il-none,4,1,1,12,154468,12872
list-il-none,4,2,1,24,124971,5207
list-il-none,4,4,1,48,175261,3651
list-il-none,4,8,1,96,171796,1789
list-il-none,4,16,1,192,256995,1338
list-il-none,8,1,1,24,248019,10334
list-il-none,8,2,1,48,228654,4763
list-il-none,8,4,1,96,246359,2566
list-il-none,8,8,1,192,247076,1286
list-il-none,8,16,1,384,418753,1090
list-il-none,12,1,1,36,329990,9166
list-il-none,12,2,1,72,326489,4534
list-il-none,12,4,1,144,351771,2442
list-il-none,12,8,1,288,351213,1219
list-il-none,12,16,1,576,558515,969
list-dl-none,2,1,1,6,152301,25383
list-dl-none,2,2,1,12,68659,5721
list-dl-none,2,4,1,24,64345,2681
list-dl-none,2,8,1,48,86144,1794
list-dl-none,2,16,1,96,126198,1314
list-dl-none,2,32,1,192,272898,1421
list-dl-none,4,1,1,12,124155,10346
list-dl-none,4,2,1,24,105031,4376
list-dl-none,4,4,1,48,162846,3392
list-dl-none,4,8,1,96,143854,1498
list-dl-none,4,16,1,192,225087,1172
list-dl-none,8,1,1,24,248478,10353
list-dl-none,8,2,1,48,250324,5215
list-dl-none,8,4,1,96,230517,2401
list-dl-none,8,8,1,192,242475,1262
list-dl-none,8,16,1,384,360303,938
list-dl-none,12,1,1,36,338005,9389
list-dl-none,12,2,1,72,293791,4080
list-dl-none,12,4,1,144,288222,2001
list-dl-none,12,8,1,288,345119,1198
list-dl-none,12,16,1,576,562372,976
list-i-m,12,32,1,1152,1794453,1557
list-d-m,12,32,1,1152,1760886,1528
list-il-m,12,32,1,1152,8283223,7190
list-dl-m,12,32,1,1152,7752447,6729
list-i-s,12,32,1,1152,3984117,3458
list-d-s,12,32,1,1152,4430004,3845
list-il-s,12,32,1,1152,21371037,18551
list-dl-s,12,32,1,1152,26481304,22987
list-none-none,1,1000,1,3000,3601232,1200
list-none-m,1,1000,1,3000,3616238,1205
list-none-m,2,1000,1,6000,21591620,3598
list-none-m,4,1000,1,12000,79557327,6629
list-none-m,8,1000,1,24000,340467993,14186
list-none-m,12,1000,1,36000,913259006,25368
list-none-m,16,1000,1,48000,1601023810,33354
list-none-m,24,1000,1,72000,-360468744,-5006
list-none-s,1,1000,1,3000,3578443,1192
list-none-s,2,1000,1,6000,36412513,6068
list-none-s,4,1000,1,12000,292242975,24353
list-none-s,8,1000,1,24000,1845718412,76904
list-none-s,12,1000,1,36000,546996064,15194
list-none-s,16,1000,1,48000,819142085,17065
list-none-s,24,1000,1,72000,447979830,6221
